system:time_start,mean_2m_air_temperature,total_precipitation
"Mar 30, 2015",288.23,0.005
"Mar 31, 2015",288.977,0.004
"Apr 1, 2015",288.88,0.006
"Apr 2, 2015",290.972,0
"Apr 3, 2015",290.017,0
"Apr 4, 2015",290.916,0
"Apr 5, 2015",291.064,0
"Apr 6, 2015",288.876,0.015
"Apr 7, 2015",286.777,0.01
"Apr 8, 2015",284.949,0.002
"Apr 9, 2015",286.216,0.002
"Apr 10, 2015",285.324,0.008
"Apr 11, 2015",283.461,0.038
"Apr 12, 2015",285.09,0.008
"Apr 13, 2015",283.385,0.005
"Apr 14, 2015",283.291,0
"Apr 15, 2015",285.659,0.001
"Apr 16, 2015",287.282,0
"Apr 17, 2015",288.984,0.001
"Apr 18, 2015",290.195,0.002
"Apr 19, 2015",290.546,0.001
"Apr 20, 2015",290.64,0
"Apr 21, 2015",287.185,0.005
"Apr 22, 2015",287.088,0.007
"Apr 23, 2015",287.382,0.004
"Apr 24, 2015",287.066,0.005
"Apr 25, 2015",287.129,0.008
"Apr 26, 2015",287.629,0.005
"Apr 27, 2015",289.007,0.003
"Apr 28, 2015",289.94,0.002
"Apr 29, 2015",289.958,0.007
"Apr 30, 2015",289.247,0.006
"May 1, 2015",288.892,0.009
"May 2, 2015",290.225,0.003
"May 3, 2015",290.583,0.002
"May 4, 2015",288.697,0.006
"May 5, 2015",287.914,0.008
"May 6, 2015",289.931,0.003
"May 7, 2015",290.321,0.004
"May 8, 2015",289.819,0.006
"May 9, 2015",290.119,0.004
"May 10, 2015",290.102,0.009
"May 11, 2015",289.044,0.01
"May 12, 2015",288.987,0.003
"May 13, 2015",289.775,0.01
"May 14, 2015",290.475,0.002
"May 15, 2015",291.746,0
"May 16, 2015",291.345,0
"May 17, 2015",291.331,0
"May 18, 2015",292.105,0
"May 19, 2015",291.776,0
"May 20, 2015",288.933,0.007
"May 21, 2015",286.977,0.015
"May 22, 2015",289.517,0.04
"May 23, 2015",288.92,0.151
"May 24, 2015",289.13,0.197
"May 25, 2015",289.57,0.016
"May 26, 2015",288.804,0.029
"May 27, 2015",290.373,0.012
"May 28, 2015",291.097,0.007
"May 29, 2015",291.942,0.004
"May 30, 2015",291.881,0.007
"May 31, 2015",290.125,0.014
"Jun 1, 2015",290.547,0.008
"Jun 2, 2015",291.459,0.012
"Jun 3, 2015",291.877,0.003
"Jun 4, 2015",291.371,0.002
"Jun 5, 2015",291.981,0.001
"Jun 6, 2015",290.412,0.005
"Jun 7, 2015",290.825,0.006
"Jun 8, 2015",292.195,0
"Jun 9, 2015",292.51,0
"Jun 10, 2015",292.714,0
"Jun 11, 2015",293.104,0
"Jun 12, 2015",292.537,0.006
"Jun 13, 2015",291.699,0.01
"Jun 14, 2015",291.397,0.008
"Jun 15, 2015",292.021,0.001
"Jun 16, 2015",292.495,0.002
"Jun 17, 2015",293.09,0
"Jun 18, 2015",292.851,0
"Jun 19, 2015",292.525,0.001
"Jun 20, 2015",291.935,0.004
"Jun 21, 2015",291.887,0.001
"Jun 22, 2015",292.173,0.005
"Jun 23, 2015",291.351,0.014
"Jun 24, 2015",292.167,0.016
"Jun 25, 2015",293.394,0.006
"Jun 26, 2015",293.473,0.002
"Jun 27, 2015",293.405,0.002
"Jun 28, 2015",293.072,0.001
"Jun 29, 2015",292.41,0.002
"Jun 30, 2015",292.842,0.002
"Jul 1, 2015",293.019,0.001
"Jul 2, 2015",292.333,0.002
"Jul 3, 2015",292.439,0.001
"Jul 4, 2015",292.501,0.001
"Jul 5, 2015",292.285,0.011
"Jul 6, 2015",291.889,0.005
"Jul 7, 2015",291.084,0.009
"Jul 8, 2015",290.448,0.016
"Jul 9, 2015",292.541,0.009
"Jul 10, 2015",291.538,0.028
"Jul 11, 2015",292.44,0.014
"Jul 12, 2015",292.418,0.006
"Jul 13, 2015",291.971,0.007
"Jul 14, 2015",291.848,0.051
"Jul 15, 2015",291.76,0.008
"Jul 16, 2015",292.497,0.008
"Jul 17, 2015",292.604,0.049
"Jul 18, 2015",292.192,0.01
"Jul 19, 2015",289.916,0.041
"Jul 20, 2015",290.757,0.016
"Jul 21, 2015",292.439,0
"Jul 22, 2015",290.787,0.002
"Jul 23, 2015",290.74,0.007
"Jul 24, 2015",290.883,0.001
"Jul 25, 2015",291.283,0.012
"Jul 26, 2015",291.183,0.024
"Jul 27, 2015",289.48,0.03
"Jul 28, 2015",288.692,0.023
"Jul 29, 2015",289.777,0.012
"Jul 30, 2015",290.62,0
"Jul 31, 2015",291.001,0
"Aug 1, 2015",291.033,0
"Aug 2, 2015",291.127,0
"Aug 3, 2015",291.381,0.001
"Aug 4, 2015",290.953,0.002
"Aug 5, 2015",289.855,0.003
"Aug 6, 2015",291.615,0.003
"Aug 7, 2015",291.729,0.12
"Aug 8, 2015",289.025,0.207
"Aug 9, 2015",290.265,0.024
"Aug 10, 2015",291.374,0.001
"Aug 11, 2015",291.943,0.004
"Aug 12, 2015",292.301,0.008
"Aug 13, 2015",291.06,0.013
"Aug 14, 2015",290.809,0.016
"Aug 15, 2015",291.748,0.006
"Aug 16, 2015",290.969,0.017
"Aug 17, 2015",290.354,0.006
"Aug 18, 2015",290.779,0.014
"Aug 19, 2015",291.339,0.013
"Aug 20, 2015",292.625,0.001
"Aug 21, 2015",292.48,0.005
"Aug 22, 2015",291.866,0.007
"Aug 23, 2015",291.727,0.023
"Aug 24, 2015",291.464,0.006
"Aug 25, 2015",291.401,0.013
"Aug 26, 2015",290.696,0.031
"Aug 27, 2015",289.443,0.027
"Aug 28, 2015",289.091,0.029
"Aug 29, 2015",288.316,0.032
"Aug 30, 2015",288.656,0.012
"Aug 31, 2015",289.351,0.011
"Sep 1, 2015",290.103,0.012
"Sep 2, 2015",290.046,0.016
"Sep 3, 2015",291.02,0.005
"Sep 4, 2015",291.02,0.01
"Sep 5, 2015",291.089,0.01
"Sep 6, 2015",292.254,0.001
"Sep 7, 2015",289.191,0.027
"Sep 8, 2015",289.882,0.01
"Sep 9, 2015",289.793,0.007
"Sep 10, 2015",289.893,0.003
"Sep 11, 2015",289.965,0.003
"Sep 12, 2015",289.807,0.003
"Sep 13, 2015",289.473,0.001
"Sep 14, 2015",290.46,0.001
"Sep 15, 2015",290.607,0.013
"Sep 16, 2015",290.488,0.011
"Sep 17, 2015",290.11,0.004
"Sep 18, 2015",289.878,0
"Sep 19, 2015",290.456,0.001
"Sep 20, 2015",290.209,0.004
"Sep 21, 2015",290.41,0.037
"Sep 22, 2015",290.769,0.01
"Sep 23, 2015",290.947,0.002
"Sep 24, 2015",291.264,0.002
"Sep 25, 2015",291.138,0.002
"Sep 26, 2015",290.789,0.003
"Sep 27, 2015",290.387,0.001
"Sep 28, 2015",289.903,0.254
"Sep 29, 2015",290.984,0.014
"Sep 30, 2015",291.244,0.014
"Oct 1, 2015",291.301,0.002
"Oct 2, 2015",290.632,0.002
"Oct 3, 2015",291.27,0
"Oct 4, 2015",290.917,0.001
"Oct 5, 2015",291.294,0.001
"Oct 6, 2015",290.329,0.004
"Oct 7, 2015",289.583,0.001
"Oct 8, 2015",289.781,0.003
"Oct 9, 2015",289.103,0.007
"Oct 10, 2015",288.954,0.01
"Oct 11, 2015",287.094,0.006
"Oct 12, 2015",287.584,0.003
"Oct 13, 2015",287.771,0.001
"Oct 14, 2015",287.74,0
"Oct 15, 2015",288.125,0
"Oct 16, 2015",288.292,0
"Oct 17, 2015",288.715,0
"Oct 18, 2015",289.358,0.003
"Oct 19, 2015",289.06,0.013
"Oct 20, 2015",287.968,0.033
"Oct 21, 2015",287.103,0.013
"Oct 22, 2015",287.49,0.003
"Oct 23, 2015",289.814,0.001
"Oct 24, 2015",290.074,0.006
"Oct 25, 2015",289.33,0.006
"Oct 26, 2015",289.291,0.007
"Oct 27, 2015",288.826,0.001
"Oct 28, 2015",288.505,0.005
"Oct 29, 2015",287.75,0.003
"Oct 30, 2015",288.372,0.003
"Oct 31, 2015",287.626,0.008
"Nov 1, 2015",287.08,0.01
"Nov 2, 2015",286.431,0.006
"Nov 3, 2015",288.218,0.005
"Nov 4, 2015",288.439,0.029
"Nov 5, 2015",289.121,0.002
"Nov 6, 2015",290.196,0.001
"Nov 7, 2015",289.568,0.001
"Nov 8, 2015",290.108,0.001
"Nov 9, 2015",289.133,0.008
"Nov 10, 2015",286.958,0.006
"Nov 11, 2015",287.255,0.006
"Nov 12, 2015",288.592,0.002
"Nov 13, 2015",288.743,0.004
"Nov 14, 2015",287.922,0.007
"Nov 15, 2015",287.872,0.002
"Nov 16, 2015",288.515,0.001
"Nov 17, 2015",288.98,0.001
"Nov 18, 2015",289.625,0
"Nov 19, 2015",288.874,0.004
"Nov 20, 2015",287.588,0.016
"Nov 21, 2015",286.572,0.012
"Nov 22, 2015",287.057,0.003
"Nov 23, 2015",287.878,0.001
"Nov 24, 2015",287.371,0.002
"Nov 25, 2015",285.511,0.005
"Nov 26, 2015",281.802,0.002
"Nov 27, 2015",281.41,0.001
"Nov 28, 2015",284.411,0.001
"Nov 29, 2015",285.76,0.001
"Nov 30, 2015",285.7,0.002
"Dec 1, 2015",285.524,0.001
"Dec 2, 2015",286.026,0
"Dec 3, 2015",284.164,0.002
"Dec 4, 2015",283.563,0.002
"Dec 5, 2015",286.282,0.001
"Dec 6, 2015",286.013,0.009
"Dec 7, 2015",284.827,0.011
"Dec 8, 2015",285.004,0.003
"Dec 9, 2015",286.519,0.041
"Dec 10, 2015",284.824,0.008
"Dec 11, 2015",284.239,0.002
"Dec 12, 2015",284.215,0.002
"Dec 13, 2015",285.487,0
"Dec 14, 2015",285.989,0.002
"Dec 15, 2015",284.059,0.002
"Dec 16, 2015",280.589,0.001
"Dec 17, 2015",278.872,0.001
"Dec 18, 2015",280.113,0.001
"Dec 19, 2015",282.754,0
"Dec 20, 2015",283.982,0.001
"Dec 21, 2015",286.439,0.005
"Dec 22, 2015",287.509,0.001
"Dec 23, 2015",288.705,0.001
"Dec 24, 2015",288.103,0
"Dec 25, 2015",285.367,0.001
"Dec 26, 2015",284.482,0.001
"Dec 27, 2015",284.211,0.001
"Dec 28, 2015",282.655,0.002
"Dec 29, 2015",281.74,0.002
"Dec 30, 2015",282.401,0.002
"Dec 31, 2015",282.555,0.002
"Jan 1, 2016",283.754,0.001
"Jan 2, 2016",285.123,0.02
"Jan 3, 2016",285.816,0.018
"Jan 4, 2016",286.91,0.006
"Jan 5, 2016",286.476,0.003
"Jan 6, 2016",284.079,0.008
"Jan 7, 2016",283.001,0.006
"Jan 8, 2016",282.121,0.005
"Jan 9, 2016",281.745,0.001
"Jan 10, 2016",283.75,0
"Jan 11, 2016",282.722,0.014
"Jan 12, 2016",282.465,0.008
"Jan 13, 2016",280.21,0.012
"Jan 14, 2016",281.158,0
"Jan 15, 2016",280.222,0.017
"Jan 16, 2016",283.492,0.004
"Jan 17, 2016",283.629,0.018
"Jan 18, 2016",280.324,0.002
"Jan 19, 2016",280.44,0.004
"Jan 20, 2016",282.698,0.001
"Jan 21, 2016",285.016,0.002
"Jan 22, 2016",283.842,0.014
"Jan 23, 2016",278.057,0.034
"Jan 24, 2016",270.802,0.015
"Jan 25, 2016",272.68,0
"Jan 26, 2016",278.018,0.003
"Jan 27, 2016",281.14,0.013
"Jan 28, 2016",283.514,0.004
"Jan 29, 2016",285.084,0.033
"Jan 30, 2016",282.963,0.006
"Jan 31, 2016",283.845,0.001
"Feb 1, 2016",283.461,0.007
"Feb 2, 2016",280.643,0.004
"Feb 3, 2016",281.562,0.002
"Feb 4, 2016",283.434,0.004
"Feb 5, 2016",280.939,0.002
"Feb 6, 2016",276.603,0.001
"Feb 7, 2016",276.575,0
"Feb 8, 2016",278.105,0
"Feb 9, 2016",280.745,0.001
"Feb 10, 2016",283.379,0.003
"Feb 11, 2016",284.057,0.007
"Feb 12, 2016",286.08,0.001
"Feb 13, 2016",287.12,0
"Feb 14, 2016",284.52,0.003
"Feb 15, 2016",280.236,0.009
"Feb 16, 2016",278.515,0.007
"Feb 17, 2016",279.981,0.003
"Feb 18, 2016",280.765,0.001
"Feb 19, 2016",283.129,0
"Feb 20, 2016",280.685,0.007
"Feb 21, 2016",281.872,0.001
"Feb 22, 2016",285.407,0.002
"Feb 23, 2016",283.824,0.006
"Feb 24, 2016",281.24,0.004
"Feb 25, 2016",280.831,0.001
"Feb 26, 2016",281.459,0.002
"Feb 27, 2016",282.451,0.002
"Feb 28, 2016",283.696,0.001
"Feb 29, 2016",280.94,0.003
"Mar 1, 2016",280.854,0.001
"Mar 2, 2016",281.507,0.001
"Mar 3, 2016",283.264,0.002
"Mar 4, 2016",285.272,0.003
"Mar 5, 2016",286.429,0.004
"Mar 6, 2016",286.458,0.001
"Mar 7, 2016",286.645,0.001
"Mar 8, 2016",287.283,0.002
"Mar 9, 2016",285.069,0.014
"Mar 10, 2016",281.461,0.044
"Mar 11, 2016",279.912,0.013
"Mar 12, 2016",282.71,0.006
"Mar 13, 2016",285.376,0.048
"Mar 14, 2016",282.629,0.015
"Mar 15, 2016",281.381,0.009
"Mar 16, 2016",284.816,0.003
"Mar 17, 2016",286.843,0.003
"Mar 18, 2016",288.218,0.005
"Mar 19, 2016",288.012,0.004
"Mar 20, 2016",285.776,0.012
"Mar 21, 2016",284.541,0.019
"Mar 22, 2016",285.163,0.005
"Mar 23, 2016",285.014,0.013
"Mar 24, 2016",280.868,0.022
"Mar 25, 2016",278.478,0.019
"Mar 26, 2016",279.609,0.002
"Mar 27, 2016",277.131,0.002
"Mar 28, 2016",280.002,0
"Mar 29, 2016",283.948,0.001
"Mar 30, 2016",287.03,0.001
"Mar 31, 2016",287.698,0.002
"Apr 1, 2016",287.372,0.001
"Apr 2, 2016",288.296,0.001
"Apr 3, 2016",289.314,0.002
"Apr 4, 2016",289.398,0
"Apr 5, 2016",288.074,0.001
"Apr 6, 2016",288.826,0.001
"Apr 7, 2016",289.792,0
"Apr 8, 2016",289.371,0
"Apr 9, 2016",289.251,0
"Apr 10, 2016",287.322,0.013
"Apr 11, 2016",286.167,0.011
"Apr 12, 2016",288.549,0.007
"Apr 13, 2016",287.597,0.038
"Apr 14, 2016",288.418,0.043
"Apr 15, 2016",288.459,0.01
"Apr 16, 2016",291.181,0
"Apr 17, 2016",289.866,0.002
"Apr 18, 2016",288.126,0.005
"Apr 19, 2016",287.961,0.007
"Apr 20, 2016",289.219,0.007
"Apr 21, 2016",291.039,0
"Apr 22, 2016",289.52,0.004
"Apr 23, 2016",289.832,0.002
"Apr 24, 2016",288.082,0
"Apr 25, 2016",288.929,0.004
"Apr 26, 2016",289.256,0.008
"Apr 27, 2016",289.576,0.005
"Apr 28, 2016",287.737,0.007
"Apr 29, 2016",286.638,0.01
"Apr 30, 2016",286.774,0.009
"May 1, 2016",287.841,0.012
"May 2, 2016",289.917,0.004
"May 3, 2016",291.467,0.004
"May 4, 2016",290.36,0.024
"May 5, 2016",290.716,0.013
"May 6, 2016",291.525,0.001
"May 7, 2016",290.952,0.003
"May 8, 2016",290.333,0.009
"May 9, 2016",290.892,0.011
"May 10, 2016",290.001,0.002
"May 11, 2016",289.129,0.008
"May 12, 2016",290.51,0.014
"May 13, 2016",290.654,0.026
"May 14, 2016",289.922,0.017
"May 15, 2016",290.423,0.024
"May 16, 2016",288.088,0.013
"May 17, 2016",288.279,0.014
"May 18, 2016",289.533,0.007
"May 19, 2016",290.241,0.001
"May 20, 2016",290.255,0.012
"May 21, 2016",289.037,0.023
"May 22, 2016",290.211,0.006
"May 23, 2016",291.238,0.02
"May 24, 2016",291.112,0.009
"May 25, 2016",291.199,0.007
"May 26, 2016",291.507,0.013
"May 27, 2016",292.414,0.008
"May 28, 2016",292.936,0.004
"May 29, 2016",293.033,0.003
"May 30, 2016",292.41,0.003
"May 31, 2016",292.339,0.003
"Jun 1, 2016",293.16,0.002
"Jun 2, 2016",291.95,0.004
"Jun 3, 2016",293.173,0
"Jun 4, 2016",292.995,0.002
"Jun 5, 2016",290.456,0.008
"Jun 6, 2016",290.122,0.022
"Jun 7, 2016",290.987,0.005
"Jun 8, 2016",290.756,0.017
"Jun 9, 2016",290.929,0.034
"Jun 10, 2016",289.496,0.047
"Jun 11, 2016",289.015,0.02
"Jun 12, 2016",290.614,0.03
"Jun 13, 2016",290.005,0.008
"Jun 14, 2016",290.989,0.007
"Jun 15, 2016",292.806,0.003
"Jun 16, 2016",292.668,0.002
"Jun 17, 2016",291.434,0.004
"Jun 18, 2016",291.632,0.007
"Jun 19, 2016",291.929,0.003
"Jun 20, 2016",291.446,0.01
"Jun 21, 2016",291.366,0.012
"Jun 22, 2016",292.728,0.016
"Jun 23, 2016",292.029,0.005
"Jun 24, 2016",292.266,0.01
"Jun 25, 2016",292.341,0.016
"Jun 26, 2016",291.943,0.019
"Jun 27, 2016",293.459,0.001
"Jun 28, 2016",292.631,0.004
"Jun 29, 2016",292.572,0.003
"Jun 30, 2016",292.002,0.002
"Jul 1, 2016",292.155,0.004
"Jul 2, 2016",291.933,0.015
"Jul 3, 2016",291.3,0.006
"Jul 4, 2016",292.527,0.001
"Jul 5, 2016",292.993,0.001
"Jul 6, 2016",292.583,0.002
"Jul 7, 2016",292.319,0.099
"Jul 8, 2016",291.34,0.133
"Jul 9, 2016",292.021,0.1
"Jul 10, 2016",291.246,0.038
"Jul 11, 2016",290.781,0.032
"Jul 12, 2016",291.564,0.036
"Jul 13, 2016",293.028,0.004
"Jul 14, 2016",292.732,0.013
"Jul 15, 2016",293.477,0.001
"Jul 16, 2016",293.48,0.001
"Jul 17, 2016",291.609,0.019
"Jul 18, 2016",290.188,0.072
"Jul 19, 2016",290.807,0.062
"Jul 20, 2016",291.345,0.004
"Jul 21, 2016",292.446,0.004
"Jul 22, 2016",291.936,0.013
"Jul 23, 2016",292.321,0.022
"Jul 24, 2016",292.364,0.001
"Jul 25, 2016",292.748,0.001
"Jul 26, 2016",291.976,0.013
"Jul 27, 2016",292.245,0.004
"Jul 28, 2016",291.942,0.002
"Jul 29, 2016",290.861,0.099
"Jul 30, 2016",291.34,0.002
"Jul 31, 2016",292.139,0.007
"Aug 1, 2016",290.689,0.011
"Aug 2, 2016",291.401,0.033
"Aug 3, 2016",291.737,0.016
"Aug 4, 2016",291.946,0.016
"Aug 5, 2016",291.68,0.009
"Aug 6, 2016",291.651,0.014
"Aug 7, 2016",291.463,0.027
"Aug 8, 2016",291.809,0.002
"Aug 9, 2016",291.121,0.007
"Aug 10, 2016",291.921,0.024
"Aug 11, 2016",290.913,0.029
"Aug 12, 2016",290.703,0.055
"Aug 13, 2016",290.525,0.038
"Aug 14, 2016",291.969,0.008
"Aug 15, 2016",292.35,0
"Aug 16, 2016",291.039,0.013
"Aug 17, 2016",291.236,0.065
"Aug 18, 2016",291.617,0.046
"Aug 19, 2016",290.283,0.014
"Aug 20, 2016",291.883,0.033
"Aug 21, 2016",291.652,0.002
"Aug 22, 2016",292.263,0.001
"Aug 23, 2016",292.694,0.001
"Aug 24, 2016",292.636,0.005
"Aug 25, 2016",291.704,0.004
"Aug 26, 2016",292.308,0.003
"Aug 27, 2016",292.338,0.061
"Aug 28, 2016",290.978,0.031
"Aug 29, 2016",290.775,0.014
"Aug 30, 2016",291.024,0.009
"Aug 31, 2016",290.469,0.003
"Sep 1, 2016",291.576,0.001
"Sep 2, 2016",290.811,0.042
"Sep 3, 2016",291.532,0.013
"Sep 4, 2016",291.526,0.005
"Sep 5, 2016",291.484,0.014
"Sep 6, 2016",289.946,0.029
"Sep 7, 2016",289.665,0.026
"Sep 8, 2016",289.895,0.011
"Sep 9, 2016",290.543,0.006
"Sep 10, 2016",290.56,0.004
"Sep 11, 2016",291.413,0.025
"Sep 12, 2016",291.708,0.004
"Sep 13, 2016",291.351,0.093
"Sep 14, 2016",289.697,0.166
"Sep 15, 2016",289.985,0.013
"Sep 16, 2016",291.6,0.037
"Sep 17, 2016",290.041,0.033
"Sep 18, 2016",291.046,0.007
"Sep 19, 2016",289.516,0.018
"Sep 20, 2016",289.632,0.008
"Sep 21, 2016",290.313,0.01
"Sep 22, 2016",290.573,0.022
"Sep 23, 2016",290.358,0.011
"Sep 24, 2016",290.909,0.001
"Sep 25, 2016",291.614,0.001
"Sep 26, 2016",292.685,0.023
"Sep 27, 2016",289.972,0.225
"Sep 28, 2016",290.305,0.027
"Sep 29, 2016",290.748,0.015
"Sep 30, 2016",290.207,0.017
"Oct 1, 2016",290.367,0.002
"Oct 2, 2016",290.603,0.001
"Oct 3, 2016",290.776,0.002
"Oct 4, 2016",291.268,0.003
"Oct 5, 2016",290.919,0.014
"Oct 6, 2016",289.722,0.078
"Oct 7, 2016",290.113,0.15
"Oct 8, 2016",289.403,0.102
"Oct 9, 2016",288.378,0.041
"Oct 10, 2016",289.099,0.028
"Oct 11, 2016",290.036,0.007
"Oct 12, 2016",289.452,0.002
"Oct 13, 2016",289.118,0.005
"Oct 14, 2016",290.207,0.001
"Oct 15, 2016",290.858,0
"Oct 16, 2016",290.707,0.001
"Oct 17, 2016",291.619,0
"Oct 18, 2016",290.992,0.001
"Oct 19, 2016",291.828,0.007
"Oct 20, 2016",291.326,0.025
"Oct 21, 2016",290.858,0.013
"Oct 22, 2016",291.244,0.012
"Oct 23, 2016",291.117,0.002
"Oct 24, 2016",290.226,0.001
"Oct 25, 2016",290.852,0.001
"Oct 26, 2016",291.821,0
"Oct 27, 2016",291.153,0
"Oct 28, 2016",291.054,0
"Oct 29, 2016",289.315,0.008
"Oct 30, 2016",288.505,0.001
"Oct 31, 2016",289.141,0.001
"Nov 1, 2016",287.341,0.001
"Nov 2, 2016",286.657,0.002
"Nov 3, 2016",286.221,0.002
"Nov 4, 2016",286.872,0.002
"Nov 5, 2016",288.2,0.001
"Nov 6, 2016",288.239,0.004
"Nov 7, 2016",286.713,0.003
"Nov 8, 2016",287.197,0.003
"Nov 9, 2016",286.211,0.002
"Nov 10, 2016",285.098,0.002
"Nov 11, 2016",286.661,0.002
"Nov 12, 2016",287.675,0.001
"Nov 13, 2016",288.539,0
"Nov 14, 2016",289.002,0
"Nov 15, 2016",288.763,0.003
"Nov 16, 2016",287.899,0.002
"Nov 17, 2016",288.251,0.002
"Nov 18, 2016",288.173,0.003
"Nov 19, 2016",288.265,0.014
"Nov 20, 2016",287.832,0.012
"Nov 21, 2016",287.955,0.012
"Nov 22, 2016",286.691,0.022
"Nov 23, 2016",285.077,0.019
"Nov 24, 2016",285.097,0.001
"Nov 25, 2016",287.133,0.004
"Nov 26, 2016",287.215,0.018
"Nov 27, 2016",284.206,0.042
"Nov 28, 2016",283.993,0
"Nov 29, 2016",284.908,0.006
"Nov 30, 2016",285.459,0.008
"Dec 1, 2016",285.596,0.005
"Dec 2, 2016",285.23,0.003
"Dec 3, 2016",286.573,0.001
"Dec 4, 2016",287.678,0.001
"Dec 5, 2016",287.307,0.004
"Dec 6, 2016",285.219,0.001
"Dec 7, 2016",286.036,0.002
"Dec 8, 2016",285.216,0.003
"Dec 9, 2016",285.298,0.002
"Dec 10, 2016",284.692,0.003
"Dec 11, 2016",284.046,0.004
"Dec 12, 2016",285.638,0.001
"Dec 13, 2016",286.213,0
"Dec 14, 2016",283.524,0.002
"Dec 15, 2016",281.542,0.005
"Dec 16, 2016",279.022,0.002
"Dec 17, 2016",281.721,0.001
"Dec 18, 2016",283.808,0
"Dec 19, 2016",286.178,0.001
"Dec 20, 2016",287.21,0.002
"Dec 21, 2016",286.646,0.007
"Dec 22, 2016",286.362,0.005
"Dec 23, 2016",284.345,0.002
"Dec 24, 2016",284.55,0.001
"Dec 25, 2016",285.039,0.001
"Dec 26, 2016",284.641,0
"Dec 27, 2016",283.214,0.007
"Dec 28, 2016",281.293,0.006
"Dec 29, 2016",281.327,0.001
"Dec 30, 2016",282.969,0.001
"Dec 31, 2016",284.388,0.002
"Jan 1, 2017",285.935,0.001
"Jan 2, 2017",285.206,0.002
"Jan 3, 2017",285.508,0.002
"Jan 4, 2017",286.27,0.001
"Jan 5, 2017",286.119,0.001
"Jan 6, 2017",286.503,0.002
"Jan 7, 2017",286.436,0.001
"Jan 8, 2017",286.118,0.002
"Jan 9, 2017",283.794,0.002
"Jan 10, 2017",283.637,0.001
"Jan 11, 2017",284.254,0.001
"Jan 12, 2017",285.246,0.001
"Jan 13, 2017",284.357,0.005
"Jan 14, 2017",282.402,0.005
"Jan 15, 2017",281.862,0.003
"Jan 16, 2017",281.129,0.002
"Jan 17, 2017",283.009,0.001
"Jan 18, 2017",284.529,0.001
